From Date,CO,Ozone
03-08-2020 16:00,0.51,39.97
04-08-2020 0:00,0.38,27.16
04-08-2020 8:00,0.35,25.42
04-08-2020 16:00,0.37,27.04
05-08-2020 0:00,0.36,17.76
05-08-2020 8:00,0.41,22.87
05-08-2020 16:00,0.47,34.49
06-08-2020 0:00,0.46,24.27
06-08-2020 8:00,0.47,32.61
06-08-2020 16:00,0.45,40.89
07-08-2020 0:00,0.46,29.61
07-08-2020 8:00,0.46,36.4
07-08-2020 16:00,0.45,41.18
08-08-2020 0:00,0.43,39.99
08-08-2020 8:00,0.37,36.1
08-08-2020 16:00,0.35,33.45
09-08-2020 0:00,0.36,26.36
09-08-2020 8:00,0.39,28.83
09-08-2020 16:00,0.47,35.36
10-08-2020 0:00,0.25,24.14
10-08-2020 8:00,0.25,23.49
10-08-2020 16:00,1.35,32.35
11-08-2020 0:00,0.46,25.99
11-08-2020 8:00,1.53,32.86
11-08-2020 16:00,0.53,38.74
12-08-2020 0:00,0.2,27.62
12-08-2020 8:00,0.34,33.04
12-08-2020 16:00,0.42,32.88
13-08-2020 00:00,0.32,26.97
13-08-2020 08:00,0.46,30.67
13-08-2020 16:00,0.28,34.58
14-08-2020 00:00,0.43,24.62
14-08-2020 08:00,0.58,31.64
14-08-2020 16:00,0.38,34.33
15-08-2020 00:00,0.3,24.66
15-08-2020 08:00,0.68,25.44
15-08-2020 16:00,0.48,24.71
16-08-2020 00:00,0.32,26.11
16-08-2020 08:00,0.24,25.54
16-08-2020 16:00,0.5,24.99
17-08-2020 00:00,0.62,24.91
17-08-2020 08:00,0.51,31.34
17-08-2020 16:00,0.85,35.72
18-08-2020 00:00,0.59,26.36
18-08-2020 08:00,0.65,31.53
18-08-2020 16:00,0.99,15.31
19-08-2020 00:00,0.33,30.19
19-08-2020 08:00,0.67,31.09
19-08-2020 16:00,0.67,31.75
20-08-2020 00:00,0.38,25.01
20-08-2020 08:00,0.65,32.43
20-08-2020 16:00,0.72,33.09
21-08-2020 00:00,0.51,28.13
21-08-2020 08:00,0.53,29.57
21-08-2020 16:00,0.62,31.87
22-08-2020 00:00,0.46,25.58
22-08-2020 08:00,0.51,24.56
22-08-2020 16:00,0.54,24.55
23-08-2020 00:00,0.45,21.67
23-08-2020 08:00,0.53,21.52
23-08-2020 16:00,0.65,34.72
24-08-2020 00:00,0.4,30.22
24-08-2020 08:00,0.62,33.37
24-08-2020 16:00,0.79,39.37
25-08-2020 00:00,0.37,26.83
25-08-2020 08:00,0.61,31.87
25-08-2020 16:00,1.18,40.78
26-08-2020 00:00,0.69,32.15
26-08-2020 08:00,0.74,34.6
26-08-2020 16:00,0.87,43.04
27-08-2020 00:00,0.45,40.89
27-08-2020 08:00,0.59,39.13
27-08-2020 16:00,0.99,45.79
28-08-2020 00:00,0.5,28.72
28-08-2020 08:00,0.6,36.15
28-08-2020 16:00,1.08,35.43
29-08-2020 00:00,0.36,25.66
29-08-2020 08:00,0.55,37.18
29-08-2020 16:00,0.78,43.68
30-08-2020 00:00,0.47,27.21
30-08-2020 08:00,0.57,25.06
30-08-2020 16:00,0.6,26.54
31-08-2020 00:00,0.45,21.26
31-08-2020 08:00,0.49,36.8
31-08-2020 16:00,1,43.9
01-09-2020 0:00,0.29,27.67
01-09-2020 8:00,0.67,35.15
01-09-2020 16:00,1.02,35.44
02-09-2020 0:00,0.41,26.38
02-09-2020 8:00,0.7,26.81
02-09-2020 16:00,0.58,33.67
03-09-2020 0:00,0.47,26.48
03-09-2020 8:00,0.41,33.12
03-09-2020 16:00,0.33,35.69
04-09-2020 0:00,0.4,23.95
04-09-2020 8:00,0.29,32.34
04-09-2020 16:00,0.34,46.24
05-09-2020 0:00,0.38,35.96
05-09-2020 8:00,0.53,35
05-09-2020 16:00,0.47,45.24
06-09-2020 0:00,0.27,26.94
06-09-2020 8:00,0.46,26.91
06-09-2020 16:00,0.47,40.64
07-09-2020 0:00,0.34,26.3
07-09-2020 8:00,0.57,33.41
07-09-2020 16:00,0.49,38.14
08-09-2020 0:00,0.53,27.85
08-09-2020 8:00,0.59,34.88
08-09-2020 16:00,0.49,31.71
09-09-2020 0:00,0.53,17.55
09-09-2020 8:00,0.66,31.57
09-09-2020 16:00,0.4,28.3
10-09-2020 0:00,0.41,17.75
10-09-2020 8:00,0.62,30.61
10-09-2020 16:00,0.46,33.39
11-09-2020 0:00,0.42,20.98
11-09-2020 8:00,0.57,27.88
11-09-2020 16:00,0.46,37.55
12-09-2020 0:00,0.36,26.19
12-09-2020 8:00,0.59,28.22
12-09-2020 16:00,0.59,28.64
13-09-2020 00:00,0.43,24.79
13-09-2020 08:00,0.56,24.51
13-09-2020 16:00,0.9,25.78
14-09-2020 00:00,0.36,21.95
14-09-2020 08:00,0.69,23.28
14-09-2020 16:00,0.72,22.08
15-09-2020 00:00,0.42,17.49
15-09-2020 08:00,0.76,31.58
15-09-2020 16:00,0.81,44.51
16-09-2020 00:00,0.57,25.24
16-09-2020 08:00,0.6,32.84
16-09-2020 16:00,0.72,41.23
17-09-2020 00:00,0.53,28.13
17-09-2020 08:00,0.55,30.68
17-09-2020 16:00,0.63,32.72
18-09-2020 00:00,0.55,24.82
18-09-2020 08:00,0.41,27.06
18-09-2020 16:00,1.19,35.46
19-09-2020 00:00,0.23,24.77
19-09-2020 08:00,0.54,35.42
19-09-2020 16:00,0.49,37.93
20-09-2020 00:00,0.31,24.15
20-09-2020 08:00,0.49,23.93
20-09-2020 16:00,0.44,22.89
21-09-2020 00:00,0.39,17.32
21-09-2020 08:00,0.53,27.26
21-09-2020 16:00,0.55,35.86
22-09-2020 00:00,0.36,25.22
22-09-2020 08:00,0.54,31.21
22-09-2020 16:00,0.49,33.93
23-09-2020 00:00,0.42,23.82
23-09-2020 08:00,0.62,33.79
23-09-2020 16:00,0.85,41.96
24-09-2020 00:00,0.48,26.06
24-09-2020 08:00,0.61,26.13
24-09-2020 16:00,0.68,38.43
25-09-2020 00:00,0.47,27.44
25-09-2020 08:00,0.53,35.13
25-09-2020 16:00,0.61,42.08
26-09-2020 00:00,0.39,27.43
26-09-2020 08:00,0.79,40.34
26-09-2020 16:00,0.83,35.12
27-09-2020 00:00,0.53,25.25
27-09-2020 08:00,0.7,33.82
27-09-2020 16:00,1.08,35.25
28-09-2020 00:00,0.59,26.22
28-09-2020 08:00,0.69,34.22
28-09-2020 16:00,0.91,36.35
29-09-2020 00:00,0.43,26.16
29-09-2020 08:00,0.81,26.54
29-09-2020 16:00,0.81,30.46
30-09-2020 00:00,0.45,25.14
30-09-2020 08:00,0.89,35.69
30-09-2020 16:00,0.87,39
01-10-2020 0:00,0.4,26.73
01-10-2020 8:00,0.84,40.89
01-10-2020 16:00,1.67,37.55
02-10-2020 0:00,0.51,26.6
02-10-2020 8:00,0.67,25.88
02-10-2020 16:00,0.95,33.89
03-10-2020 0:00,0.44,25.11
03-10-2020 8:00,0.61,41.53
03-10-2020 16:00,0.63,40.72
04-10-2020 0:00,0.41,25.08
04-10-2020 8:00,0.66,39.98
04-10-2020 16:00,0.71,40.73
05-10-2020 0:00,0.37,26.47
05-10-2020 8:00,0.76,32.14
05-10-2020 16:00,1.03,32.9
06-10-2020 0:00,0.58,26.27
06-10-2020 8:00,0.82,39.25
06-10-2020 16:00,1.6,42.59
07-10-2020 0:00,0.4,25.56
07-10-2020 8:00,0.8,40.27
07-10-2020 16:00,1.21,40.61
08-10-2020 0:00,0.66,26.28
08-10-2020 8:00,0.61,34.04
08-10-2020 16:00,0.89,34.5
09-10-2020 0:00,0.53,29.64
09-10-2020 8:00,0.62,33.37
09-10-2020 16:00,0.89,32.6
10-10-2020 0:00,0.44,26.27
10-10-2020 8:00,0.51,31.12
10-10-2020 16:00,0.77,29.75
11-10-2020 0:00,0.46,26.42
11-10-2020 8:00,0.64,29.89
11-10-2020 16:00,0.9,35.35
12-10-2020 0:00,0.4,25.18
12-10-2020 8:00,0.82,34.25
12-10-2020 16:00,0.62,34.44
13-10-2020 00:00,0.55,25.83
13-10-2020 08:00,1.16,33.88
13-10-2020 16:00,0.6,34.94
14-10-2020 00:00,0.16,28.7
14-10-2020 08:00,0.74,35.07
14-10-2020 16:00,0.82,35.85
15-10-2020 00:00,0.36,35.79
15-10-2020 08:00,0.68,35.65
15-10-2020 16:00,1.23,34.08
16-10-2020 00:00,0.46,18.52
16-10-2020 08:00,0.94,32.22
16-10-2020 16:00,2.13,45.14
17-10-2020 00:00,0.77,28.5
17-10-2020 08:00,1.34,33.81
17-10-2020 16:00,1.95,40.99
18-10-2020 00:00,0.35,27.62
18-10-2020 08:00,0.54,26.99
18-10-2020 16:00,0.91,34.96
19-10-2020 00:00,0.5,26.68
19-10-2020 08:00,0.81,28.21
19-10-2020 16:00,2.01,20.66
20-10-2020 00:00,0.52,18.26
20-10-2020 08:00,0.84,25.46
20-10-2020 16:00,0.63,27.88
21-10-2020 00:00,0.31,25.97
21-10-2020 08:00,1.11,32.18
21-10-2020 16:00,1.54,33.98
22-10-2020 00:00,0.71,26.22
22-10-2020 08:00,0.92,26.57
22-10-2020 16:00,1.27,25.89
23-10-2020 00:00,0.66,27.08
23-10-2020 08:00,1.06,27.87
23-10-2020 16:00,1.01,26.31
24-10-2020 00:00,0.55,26.49
24-10-2020 08:00,1.05,26.3
24-10-2020 16:00,2.72,24.72
25-10-2020 00:00,1.05,26.14
25-10-2020 08:00,0.73,26.69
25-10-2020 16:00,1.2,26.01
26-10-2020 00:00,2.15,27.23
26-10-2020 08:00,0.66,28.7
26-10-2020 16:00,1.22,25.69
27-10-2020 00:00,1.24,26.45
27-10-2020 08:00,0.74,28.27
27-10-2020 16:00,1.2,26.09
28-10-2020 00:00,1.14,26.39
28-10-2020 08:00,0.67,29.74
28-10-2020 16:00,1.15,25.91
29-10-2020 00:00,1.06,26.16
29-10-2020 08:00,0.76,26.84
29-10-2020 16:00,0.85,25.89
30-10-2020 00:00,0.83,27.87
30-10-2020 08:00,0.63,27.25
30-10-2020 16:00,1.58,26.33
31-10-2020 00:00,1.44,26.48
31-10-2020 08:00,0.94,25.98
31-10-2020 16:00,0.93,27.86
01-11-2020 0:00,0.73,27.12
01-11-2020 8:00,0.71,27.81
01-11-2020 16:00,1.17,27.27
02-11-2020 0:00,0.52,25.86
02-11-2020 8:00,1.14,35.21
02-11-2020 16:00,1.06,33.8
03-11-2020 0:00,0.53,18.27
03-11-2020 8:00,0.48,35.3
03-11-2020 16:00,1.21,33.43
04-11-2020 0:00,0.53,20.77
04-11-2020 8:00,0.81,34.46
04-11-2020 16:00,0.93,37.14
05-11-2020 0:00,0.47,36.17
05-11-2020 8:00,0.58,35.89
05-11-2020 16:00,1.11,35.58
06-11-2020 0:00,0.41,35.27
06-11-2020 8:00,0.4,40.03
06-11-2020 16:00,0.49,32.99
07-11-2020 0:00,0.39,26.78
07-11-2020 8:00,0.53,28.12
07-11-2020 16:00,1.03,41.17
08-11-2020 0:00,0.32,46.88
08-11-2020 8:00,0.52,45.64
08-11-2020 16:00,0.69,43.07
09-11-2020 0:00,0.55,27.59
09-11-2020 8:00,0.92,32.77
09-11-2020 16:00,1.19,36.3
10-11-2020 0:00,0.68,18.36
10-11-2020 8:00,0.65,24.67
10-11-2020 16:00,2.61,42.37
11-11-2020 0:00,0.78,27.02
11-11-2020 8:00,0.81,43.69
11-11-2020 16:00,1.42,40.04
12-11-2020 0:00,0.5,28.35
12-11-2020 8:00,0.66,30.29
12-11-2020 16:00,0.75,42.03
13-11-2020 00:00,0.48,26.56
13-11-2020 08:00,0.65,34.82
13-11-2020 16:00,1.07,34.76
14-11-2020 00:00,0.48,23.36
14-11-2020 08:00,0.52,32.74
14-11-2020 16:00,0.58,34.44
15-11-2020 00:00,0.41,27.29
15-11-2020 08:00,0.56,35.29
15-11-2020 16:00,0.68,29.29
16-11-2020 00:00,0.31,26.57
16-11-2020 08:00,0.48,36.54
16-11-2020 16:00,0.54,31.24
17-11-2020 00:00,0.35,25.86
17-11-2020 08:00,0.5,32.4
17-11-2020 16:00,0.56,43.86
18-11-2020 00:00,0.24,27.07
18-11-2020 08:00,0.3,34.32
18-11-2020 16:00,0.74,33.8
19-11-2020 00:00,0.33,27.79
19-11-2020 08:00,0.46,32.91
19-11-2020 16:00,0.75,37.34
20-11-2020 00:00,0.33,25.51
20-11-2020 08:00,0.29,32.81
20-11-2020 16:00,0.86,43.67
21-11-2020 00:00,0.84,26.04
21-11-2020 08:00,0.61,33.83
21-11-2020 16:00,1.24,33.39
22-11-2020 00:00,1.38,25.06
22-11-2020 08:00,0.68,34.14
22-11-2020 16:00,2.39,41.72
23-11-2020 00:00,0.68,37.74
23-11-2020 08:00,0.82,47.54
23-11-2020 16:00,1.17,46.86
24-11-2020 00:00,0.42,37.64
24-11-2020 08:00,0.88,48.26
24-11-2020 16:00,1.36,55.49
25-11-2020 00:00,0.63,56
25-11-2020 08:00,0.79,49.15
25-11-2020 16:00,1.08,44.68
26-11-2020 00:00,0.57,26.75
26-11-2020 08:00,1.66,29.66
26-11-2020 16:00,1.52,32.41
27-11-2020 00:00,0.65,26.02
27-11-2020 08:00,1.32,34.24
27-11-2020 16:00,1.36,33.68
28-11-2020 00:00,0.56,25.37
28-11-2020 08:00,0.39,30.28
28-11-2020 16:00,0.65,29.22
29-11-2020 00:00,0.28,25.06
29-11-2020 08:00,0.37,29.68
29-11-2020 16:00,0.77,28.78
30-11-2020 00:00,0.24,18.01
30-11-2020 08:00,0.62,21.34
30-11-2020 16:00,0.72,30.6
01-12-2020 0:00,0.48,18.05
01-12-2020 8:00,0.46,18.14
01-12-2020 16:00,1.07,18.09
02-12-2020 0:00,0.51,18.08
02-12-2020 8:00,0.76,30.47
02-12-2020 16:00,0.96,31.47
03-12-2020 0:00,0.46,25.16
03-12-2020 8:00,0.9,31.7
03-12-2020 16:00,0.92,32.68
04-12-2020 0:00,0.39,25.7
04-12-2020 8:00,0.72,27.94
04-12-2020 16:00,0.92,30.38
05-12-2020 0:00,0.38,25.14
05-12-2020 8:00,0.61,26.75
05-12-2020 16:00,0.97,27.32
06-12-2020 0:00,0.38,25.29
06-12-2020 8:00,0.6,25.43
06-12-2020 16:00,0.76,24.75
07-12-2020 0:00,0.34,21.86
07-12-2020 8:00,0.55,31.06
07-12-2020 16:00,0.6,28.69
08-12-2020 0:00,0.27,25.52
08-12-2020 8:00,0.46,29.15
08-12-2020 16:00,0.41,32.3
09-12-2020 0:00,0.38,26.07
09-12-2020 8:00,0.52,31.79
09-12-2020 16:00,0.69,37.62
10-12-2020 0:00,0.27,17.29
10-12-2020 8:00,0.31,22.55
10-12-2020 16:00,0.51,46.36
11-12-2020 0:00,0.39,35.51
11-12-2020 8:00,0.5,34.66
11-12-2020 16:00,0.75,29.96
12-12-2020 0:00,0.52,17.85
12-12-2020 8:00,0.38,25.15
12-12-2020 16:00,0.9,35.2
13-12-2020 00:00,0.35,28.5
13-12-2020 08:00,0.43,27.27
13-12-2020 16:00,0.65,25.51
14-12-2020 00:00,0.59,17.98
14-12-2020 08:00,0.53,31.34
14-12-2020 16:00,1.32,26.87
15-12-2020 00:00,None,None
15-12-2020 08:00,0.48,41.44
15-12-2020 16:00,0.82,42.4
16-12-2020 00:00,0.51,26.17
16-12-2020 08:00,0.47,38.48
16-12-2020 16:00,0.56,41.26
17-12-2020 00:00,0.44,44.1
17-12-2020 08:00,0.67,43.34
17-12-2020 16:00,0.81,43.22
18-12-2020 00:00,0.43,43.09
18-12-2020 08:00,0.35,53.65
18-12-2020 16:00,0.63,39.03
19-12-2020 00:00,0.31,26.6
19-12-2020 08:00,0.51,36.33
19-12-2020 16:00,0.75,45.01
20-12-2020 00:00,0.6,21.12
20-12-2020 08:00,1.09,30.47
20-12-2020 16:00,1.46,34.29
21-12-2020 00:00,0.46,26.87
21-12-2020 08:00,0.56,39.21
21-12-2020 16:00,0.68,42.92
22-12-2020 00:00,0.59,26.97
22-12-2020 08:00,0.63,42.39
22-12-2020 16:00,0.62,45.63
23-12-2020 00:00,0.43,26.02
23-12-2020 08:00,0.55,32.66
23-12-2020 16:00,0.58,34.27
24-12-2020 00:00,0.4,21.17
24-12-2020 08:00,0.58,24.87
24-12-2020 16:00,0.74,48.21
25-12-2020 00:00,0.43,24.74
25-12-2020 08:00,0.47,38.57
25-12-2020 16:00,1.21,40.82
26-12-2020 00:00,0.5,25.49
26-12-2020 08:00,0.6,25.49
26-12-2020 16:00,1.2,40.25
27-12-2020 00:00,0.75,25.21
27-12-2020 08:00,0.71,38.72
27-12-2020 16:00,1.46,50.53
28-12-2020 00:00,0.64,50.25
28-12-2020 08:00,0.72,50.81
28-12-2020 16:00,0.97,50.17
29-12-2020 00:00,0.8,50.83
29-12-2020 08:00,0.58,49.86
29-12-2020 16:00,0.59,49.54
30-12-2020 00:00,0.46,48.67
30-12-2020 08:00,0.48,49.9
30-12-2020 16:00,0.71,47.35
31-12-2020 00:00,0.39,26.53
31-12-2020 08:00,0.54,26.28
31-12-2020 16:00,0.76,40.84
01-01-2021 0:00,0.38,43.44
01-01-2021 8:00,0.4,44.59
01-01-2021 16:00,0.58,44.06
02-01-2021 0:00,0.4,44.92
02-01-2021 8:00,0.55,44.27
02-01-2021 16:00,0.72,43.29
03-01-2021 0:00,0.42,27.91
03-01-2021 8:00,0.34,27.2
03-01-2021 16:00,0.46,43.67
04-01-2021 0:00,0.42,24.62
04-01-2021 8:00,0.49,32.29
04-01-2021 16:00,0.7,35.45
05-01-2021 0:00,0.4,24.8
05-01-2021 8:00,0.5,35.66
05-01-2021 16:00,0.56,46.78
06-01-2021 0:00,0.34,31.55
06-01-2021 8:00,0.42,41.31
06-01-2021 16:00,0.49,51.9
07-01-2021 0:00,0.33,48.14
07-01-2021 8:00,0.59,51.34
07-01-2021 16:00,0.89,35.31
08-01-2021 0:00,0.34,32.68
08-01-2021 8:00,0.27,35.73
08-01-2021 16:00,0.78,42.97
09-01-2021 0:00,0.42,33.15
09-01-2021 8:00,0.64,32.06
09-01-2021 16:00,1.49,32.18
10-01-2021 0:00,0.43,32.51
10-01-2021 8:00,0.5,31.94
10-01-2021 16:00,0.64,30.53
11-01-2021 0:00,0.49,32.4
11-01-2021 8:00,0.59,42.14
11-01-2021 16:00,0.67,43.35
12-01-2021 0:00,0.35,30.34
12-01-2021 8:00,0.5,34.2
12-01-2021 16:00,0.7,30.3
13-01-2021 00:00,0.48,29.01
13-01-2021 08:00,0.5,29.38
13-01-2021 16:00,0.86,27.63
14-01-2021 00:00,0.56,29.21
14-01-2021 08:00,0.63,30.06
14-01-2021 16:00,0.81,29.27
15-01-2021 00:00,0.34,27.01
15-01-2021 08:00,0.26,40.38
15-01-2021 16:00,0.47,49.71
16-01-2021 00:00,0.23,27.37
16-01-2021 08:00,0.19,33.7
16-01-2021 16:00,0.33,36.14
17-01-2021 00:00,0.36,27.56
17-01-2021 08:00,0.27,24.57
17-01-2021 16:00,0.22,25.33
18-01-2021 00:00,0.38,28.01
18-01-2021 08:00,0.48,40.87
18-01-2021 16:00,0.53,49.44
19-01-2021 00:00,0.3,31.4
19-01-2021 08:00,0.52,44.77
19-01-2021 16:00,0.7,40.49
20-01-2021 00:00,0.8,35.56
20-01-2021 08:00,0.66,42.55
20-01-2021 16:00,0.62,37.54
21-01-2021 00:00,0.75,25.56
21-01-2021 08:00,0.57,34.54
21-01-2021 16:00,0.76,37.16
22-01-2021 00:00,0.34,27.43
22-01-2021 08:00,0.33,28.17
22-01-2021 16:00,0.69,28.22
23-01-2021 00:00,0.39,28.56
23-01-2021 08:00,0.49,28.09
23-01-2021 16:00,0.49,33.63
24-01-2021 00:00,None,None
24-01-2021 08:00,0.58,35.43
24-01-2021 16:00,1.37,42.69
25-01-2021 00:00,0.58,34.89
25-01-2021 08:00,0.39,33.66
25-01-2021 16:00,0.52,53.95
26-01-2021 00:00,0.51,54.54
26-01-2021 08:00,0.46,59.77
26-01-2021 16:00,0.46,61.39
27-01-2021 00:00,0.54,37.44
27-01-2021 08:00,0.46,41.43
27-01-2021 16:00,0.62,43.78
28-01-2021 00:00,0.45,34.93
28-01-2021 08:00,0.4,26.18
28-01-2021 16:00,0.58,43.68
29-01-2021 00:00,0.48,45.9
29-01-2021 08:00,0.51,49.02
29-01-2021 16:00,0.6,49.29
30-01-2021 00:00,0.58,32.53
30-01-2021 08:00,0.6,26.03
30-01-2021 16:00,0.75,46.33
31-01-2021 00:00,0.66,45.66
31-01-2021 08:00,0.39,45.09
31-01-2021 16:00,0.62,51.34
01-02-2021 0:00,0.58,53.1
01-02-2021 8:00,0.54,33.59
01-02-2021 16:00,0.69,40.6
02-02-2021 0:00,0.48,43.59
02-02-2021 8:00,0.69,41.06
02-02-2021 16:00,0.85,51.84
03-02-2021 0:00,0.58,53.75
03-02-2021 8:00,0.67,37.04
03-02-2021 16:00,0.51,42.76
04-02-2021 0:00,0.46,43.4
04-02-2021 8:00,0.38,43.22
04-02-2021 16:00,0.64,40.87
05-02-2021 0:00,0.55,24.39
05-02-2021 8:00,0.73,35.91
05-02-2021 16:00,1.03,37.68
06-02-2021 0:00,0.7,37.34
06-02-2021 8:00,0.84,34.87
06-02-2021 16:00,0.91,33.96
07-02-2021 0:00,0.66,24.53
07-02-2021 8:00,0.39,33.85
07-02-2021 16:00,0.65,31.18
08-02-2021 0:00,0.62,24.06
08-02-2021 8:00,0.86,24.44
08-02-2021 16:00,1.09,24.76
09-02-2021 0:00,0.78,21.59
09-02-2021 8:00,0.75,34.84
09-02-2021 16:00,None,None
10-02-2021 0:00,None,None
10-02-2021 8:00,None,None
10-02-2021 16:00,None,None
11-02-2021 0:00,None,None
11-02-2021 8:00,0.45,50.78
11-02-2021 16:00,0.58,41.57
12-02-2021 0:00,0.46,17.86
12-02-2021 8:00,0.39,35.95
12-02-2021 16:00,0.79,41.49
13-02-2021 00:00,0.46,18.53
13-02-2021 08:00,0.6,34.59
13-02-2021 16:00,1.48,33.94
14-02-2021 00:00,0.77,24.22
14-02-2021 08:00,0.91,34.42
14-02-2021 16:00,1.47,33.8
15-02-2021 00:00,0.61,22.87
15-02-2021 08:00,0.76,43.19
15-02-2021 16:00,1.19,50.21
16-02-2021 00:00,0.43,12.82
16-02-2021 08:00,0.37,24.99
16-02-2021 16:00,1.72,44.28
17-02-2021 00:00,0.48,15.82
17-02-2021 08:00,0.66,33.42
17-02-2021 16:00,1.73,59.12
18-02-2021 00:00,0.44,20.26
18-02-2021 08:00,0.35,24.17
18-02-2021 16:00,0.38,20.8
19-02-2021 00:00,0.4,10
19-02-2021 08:00,0.35,20.63
19-02-2021 16:00,0.78,45.08
20-02-2021 00:00,0.4,23.29
20-02-2021 08:00,0.51,31.84
20-02-2021 16:00,0.52,38.69
21-02-2021 00:00,None,None
21-02-2021 08:00,0.39,25.52
21-02-2021 16:00,0.51,26.76
22-02-2021 00:00,0.39,19.8
22-02-2021 08:00,0.41,28.94
22-02-2021 16:00,0.44,30.6
23-02-2021 00:00,0.48,27.25
23-02-2021 08:00,0.4,39.98
23-02-2021 16:00,0.96,92.7
24-02-2021 00:00,0.44,44.35
24-02-2021 08:00,0.59,52.41
24-02-2021 16:00,None,None
25-02-2021 00:00,None,None
25-02-2021 08:00,None,None
25-02-2021 16:00,None,None
26-02-2021 00:00,None,None
26-02-2021 08:00,None,None
26-02-2021 16:00,None,None
27-02-2021 00:00,None,None
27-02-2021 08:00,None,None
27-02-2021 16:00,2.59,32.99
28-02-2021 00:00,1.13,28.11
28-02-2021 08:00,0.42,30.77
28-02-2021 16:00,0.48,44.34
01-03-2021 0:00,1.18,36.83
01-03-2021 8:00,0.54,46.25
01-03-2021 16:00,1.48,39.96
02-03-2021 0:00,0.72,25.16
02-03-2021 8:00,0.5,35.98
02-03-2021 16:00,0.66,38.05
03-03-2021 0:00,1.09,24.48
03-03-2021 8:00,0.63,40.61
03-03-2021 16:00,0.55,50.72
04-03-2021 0:00,0.97,51.41
04-03-2021 8:00,0.47,44.15
04-03-2021 16:00,0.65,52.71
05-03-2021 0:00,0.71,27.4
05-03-2021 8:00,0.38,39.44
05-03-2021 16:00,0.64,46.79
06-03-2021 0:00,1,46.44
06-03-2021 8:00,0.74,53.01
06-03-2021 16:00,0.85,45.36
